,time,posX,posY,orientation,mac,signal,rawTime,angle,posXY,medSignal,avgSignal,num,sdSignal,iqrSignal,Power,lnPower,avgPower,logAvgPwr,macX,macY,Dist,1/dist,1/dist2,3,00:0f:a3:39:e1:c0,135,-52,,,10
230192,02/11/2006 04:55,0,11,45.3,00:14:bf:b1:97:81,-64,1.13966E+12,45,0-11,-68,-68.87356322,87,3.165234837,5.5,3.98107E-07,-14.7365446,1.29612E-07,-15.858724,33.5,2.8,34.48898375,0.028994766,0.000840696,,0,0,,,,
231070,02/11/2006 04:56,0,11,90,00:14:bf:b1:97:8a,-49,1.13966E+12,90,0-11,-51,-50.83673469,98,2.331734798,3,1.25893E-05,-11.28266696,8.24758E-06,-11.70559075,2.5,-0.8,12.06192356,0.082905516,0.006873325,,0,0,,,,
231071,02/11/2006 04:56,0,11,90,00:14:bf:b1:97:90,-57,1.13966E+12,90,0-11,-55,-55.44117647,102,2.227521508,2,1.99526E-06,-13.12473503,2.85682E-06,-12.76580265,1,14,3.16227766,0.316227766,0.1,,0,0,,,,
231072,02/11/2006 04:56,0,11,90,00:0f:a3:39:e1:c0,-58,1.13966E+12,90,0-11,-57,-56.75454545,110,1.447467663,2,1.58489E-06,-13.35499354,2.11128E-06,-13.06821703,7.5,6.3,8.850988645,0.112981729,0.012764871,,1,0,,,,
231073,02/11/2006 04:56,0,11,90,00:14:bf:b1:97:8d,-67,1.13966E+12,90,0-11,-67,-67.04494382,89,1.982366081,1,1.99526E-07,-15.42732012,1.97472E-07,-15.43766882,33.5,9.3,33.54310659,0.029812385,0.000888778,,0,0,,,,
231074,02/11/2006 04:56,0,11,90,00:14:bf:b1:97:81,-68,1.13966E+12,90,0-11,-69,-69.08695652,92,2.561988299,3,1.58489E-07,-15.65757863,1.23397E-07,-15.90785962,33.5,2.8,34.48898375,0.028994766,0.000840696,,0,0,,,,
231075,02/11/2006 04:56,0,11,90,00:14:bf:3b:c7:c6,-74,1.13966E+12,90,0-11,-72,-71.12371134,97,2.894886771,5,3.98107E-08,-17.03912969,7.72021E-08,-16.37683975,12.8,-2.8,18.82232717,0.053128393,0.002822626,,0,0,,,,
231917,02/11/2006 04:56,0,11,135.2,00:14:bf:b1:97:8a,-46,1.13966E+12,135,0-11,-46,-47.57894737,95,4.180957203,8,2.51189E-05,-10.59189143,1.74625E-05,-10.9554575,2.5,-0.8,12.06192356,0.082905516,0.006873325,,0,1,,,,
231918,02/11/2006 04:56,0,11,135.2,00:0f:a3:39:e1:c0,-52,1.13966E+12,135,0-11,-49.5,-50.16363636,110,2.100796148,4,6.30957E-06,-11.97344248,9.63022E-06,-11.55060413,7.5,6.3,8.850988645,0.112981729,0.012764871,,1,1,0.007958111,0,11,0.112981729
231919,02/11/2006 04:56,0,11,135.2,00:14:bf:b1:97:90,-58,1.13966E+12,135,0-11,-54,-53.97,100,2.664601473,3.25,1.58489E-06,-13.35499354,4.00867E-06,-12.42705175,1,14,3.16227766,0.316227766,0.1,,0,1,,,,
231920,02/11/2006 04:56,0,11,135.2,00:14:bf:3b:c7:c6,-64,1.13966E+12,135,0-11,-69,-67.87777778,90,1.82878223,2,3.98107E-07,-14.7365446,1.63013E-07,-15.62943593,12.8,-2.8,18.82232717,0.053128393,0.002822626,,0,1,,,,
231921,02/11/2006 04:56,0,11,135.2,00:14:bf:b1:97:8d,-67,1.13966E+12,135,0-11,-66,-66.17241379,87,1.503537662,2,1.99526E-07,-15.42732012,2.41412E-07,-15.23676136,33.5,9.3,33.54310659,0.029812385,0.000888778,,0,1,,,,
231922,02/11/2006 04:56,0,11,135.2,00:14:bf:b1:97:81,-72,1.13966E+12,135,0-11,-74,-72.34,100,3.188426039,4.25,6.30957E-08,-16.57861267,5.83445E-08,-16.65690056,33.5,2.8,34.48898375,0.028994766,0.000840696,,0,1,,,,
232688,02/11/2006 04:57,0,11,180.4,00:14:bf:b1:97:8a,-53,1.13966E+12,180,0-11,-46,-46.625,96,3.767590323,6,5.01187E-06,-12.20370099,2.1752E-05,-10.735803,2.5,-0.8,12.06192356,0.082905516,0.006873325,,0,0,,,,
232689,02/11/2006 04:57,0,11,180.4,00:14:bf:b1:97:8d,-63,1.13966E+12,180,0-11,-67,-67.13414634,82,1.986138353,4,5.01187E-07,-14.50628609,1.93457E-07,-15.45820846,33.5,9.3,33.54310659,0.029812385,0.000888778,,0,0,,,,
232690,02/11/2006 04:57,0,11,180.4,00:14:bf:3b:c7:c6,-62,1.13966E+12,180,0-11,-62,-62.52631579,95,2.584084287,3,6.30957E-07,-14.27602758,5.58944E-07,-14.39721627,12.8,-2.8,18.82232717,0.053128393,0.002822626,,0,0,,,,
232691,02/11/2006 04:57,0,11,180.4,00:0f:a3:39:e1:c0,-65,1.13966E+12,180,0-11,-57,-57.28440367,109,3.040138103,4,3.16228E-07,-14.9668031,1.86879E-06,-13.1902214,7.5,6.3,8.850988645,0.112981729,0.012764871,,1,0,,,,
232692,02/11/2006 04:57,0,11,180.4,00:14:bf:b1:97:81,-74,1.13966E+12,180,0-11,-69,-69.6091954,87,4.257295576,5,3.98107E-08,-17.03912969,1.09416E-07,-16.02810957,33.5,2.8,34.48898375,0.028994766,0.000840696,,0,0,,,,
232701,02/11/2006 04:57,0,11,180.4,00:14:bf:b1:97:90,-56,1.13966E+12,180,0-11,-56,-55.38043478,92,3.681979852,4,2.51189E-06,-12.89447652,2.89705E-06,-12.75181636,1,14,3.16227766,0.316227766,0.1,,0,0,,,,
233465,02/11/2006 04:58,0,11,225.1,00:14:bf:b1:97:90,-52,1.13966E+12,225,0-11,-55,-56.27884615,104,4.097019354,7,6.30957E-06,-11.97344248,2.35568E-06,-12.95868322,1,14,3.16227766,0.316227766,0.1,,0,0,,,,
233466,02/11/2006 04:58,0,11,225.1,00:0f:a3:39:e1:c0,-55,1.13966E+12,225,0-11,-51,-50.90825688,109,2.213348747,4,3.16228E-06,-12.66421801,8.11287E-06,-11.72205934,7.5,6.3,8.850988645,0.112981729,0.012764871,,1,0,,,,
233467,02/11/2006 04:58,0,11,225.1,00:14:bf:b1:97:8d,-65,1.13966E+12,225,0-11,-68,-67.57954545,88,1.403784629,2,3.16228E-07,-14.9668031,1.746E-07,-15.5607654,33.5,9.3,33.54310659,0.029812385,0.000888778,,0,0,,,,
233468,02/11/2006 04:58,0,11,225.1,00:14:bf:3b:c7:c6,-68,1.13966E+12,225,0-11,-66,-67.34408602,93,3.893960272,3,1.58489E-07,-15.65757863,1.84328E-07,-15.50654886,12.8,-2.8,18.82232717,0.053128393,0.002822626,,0,0,,,,
233469,02/11/2006 04:58,0,11,225.1,00:14:bf:b1:97:81,-68,1.13966E+12,225,0-11,-66,-67.27058824,85,3.809100116,6,1.58489E-07,-15.65757863,1.87474E-07,-15.48962537,33.5,2.8,34.48898375,0.028994766,0.000840696,,0,0,,,,
233474,02/11/2006 04:58,0,11,225.1,00:14:bf:b1:97:8a,-57,1.13966E+12,225,0-11,-51,-50.63636364,88,3.818231577,6,1.99526E-06,-13.12473503,8.63701E-06,-11.65945361,2.5,-0.8,12.06192356,0.082905516,0.006873325,,0,0,,,,
234517,02/11/2006 04:59,0,11,270.2,00:14:bf:b1:97:90,-55,1.13966E+12,270,0-11,-53,-53.37373737,99,2.648009875,2.5,3.16228E-06,-12.66421801,4.59861E-06,-12.2897572,1,14,3.16227766,0.316227766,0.1,,0,0,,,,
234518,02/11/2006 04:59,0,11,270.2,00:14:bf:b1:97:8a,-51,1.13966E+12,270,0-11,-50,-48.65591398,93,3.625077581,7,7.94328E-06,-11.74318397,1.36273E-05,-11.20343822,2.5,-0.8,12.06192356,0.082905516,0.006873325,,0,0,,,,
234519,02/11/2006 04:59,0,11,270.2,00:0f:a3:39:e1:c0,-62,1.13966E+12,270,0-11,-58,-57.99099099,111,2.833229752,3,6.30957E-07,-14.27602758,1.58818E-06,-13.35291914,7.5,6.3,8.850988645,0.112981729,0.012764871,,1,0,,,,
234520,02/11/2006 04:59,0,11,270.2,00:14:bf:b1:97:8d,-65,1.13966E+12,270,0-11,-65,-65.5,92,2.196400652,2.25,3.16228E-07,-14.9668031,2.81838E-07,-15.08193236,33.5,9.3,33.54310659,0.029812385,0.000888778,,0,0,,,,
234521,02/11/2006 04:59,0,11,270.2,00:14:bf:b1:97:81,-68,1.13966E+12,270,0-11,-60,-60,89,2.105188396,1,1.58489E-07,-15.65757863,0.000001,-13.81551056,33.5,2.8,34.48898375,0.028994766,0.000840696,,0,0,,,,
234522,02/11/2006 04:59,0,11,270.2,00:14:bf:3b:c7:c6,-69,1.13966E+12,270,0-11,-66,-66.17283951,81,1.563570621,2,1.25893E-07,-15.88783714,2.41388E-07,-15.23685938,12.8,-2.8,18.82232717,0.053128393,0.002822626,,0,0,,,,
235567,02/11/2006 05:00,0,11,315.9,00:14:bf:b1:97:8a,-39,1.13966E+12,315,0-11,-41,-41.26262626,99,1.074622464,1,0.000125893,-8.980081863,7.47717E-05,-9.501070813,2.5,-0.8,12.06192356,0.082905516,0.006873325,,0,0,,,,
235568,02/11/2006 05:00,0,11,315.9,00:14:bf:b1:97:90,-53,1.13966E+12,315,0-11,-56,-56.13333333,90,2.413445483,2,5.01187E-06,-12.20370099,2.43594E-06,-12.92517766,1,14,3.16227766,0.316227766,0.1,,0,0,,,,
235569,02/11/2006 05:00,0,11,315.9,00:0f:a3:39:e1:c0,-50,1.13966E+12,315,0-11,-50,-50.3,110,0.81892747,1,0.00001,-11.51292546,9.33254E-06,-11.58200302,7.5,6.3,8.850988645,0.112981729,0.012764871,,1,0,,,,
235570,02/11/2006 05:00,0,11,315.9,00:14:bf:b1:97:8d,-64,1.13966E+12,315,0-11,-66,-66.08333333,84,1.798314695,2,3.98107E-07,-14.7365446,2.46415E-07,-15.21624982,33.5,9.3,33.54310659,0.029812385,0.000888778,,0,0,,,,
235571,02/11/2006 05:00,0,11,315.9,00:14:bf:b1:97:81,-69,1.13966E+12,315,0-11,-71,-71.11320755,106,1.908980055,2.75,1.25893E-07,-15.88783714,7.7389E-08,-16.37442116,33.5,2.8,34.48898375,0.028994766,0.000840696,,0,0,,,,
235577,02/11/2006 05:00,0,11,315.9,00:14:bf:3b:c7:c6,-72,1.13966E+12,315,0-11,-70,-69.3271028,107,1.708887429,1,6.30957E-08,-16.57861267,1.16759E-07,-15.96315535,12.8,-2.8,18.82232717,0.053128393,0.002822626,,0,0,,,,
236488,02/11/2006 05:02,0,12,0.2,00:14:bf:b1:97:8a,-43,1.13966E+12,0,0-12,-38,-38.4040404,99,1.968731032,1,5.01187E-05,-9.9011159,0.00014441,-8.842857095,2.5,-0.8,13.0418557,0.076676205,0.00587924,,0,0,,,,
236489,02/11/2006 05:02,0,12,0.2,00:0f:a3:39:e1:c0,-54,1.13966E+12,0,0-12,-55,-56.6,110,3.561259441,7.75,3.98107E-06,-12.4339595,2.18776E-06,-13.03263163,7.5,6.3,9.420191081,0.106154959,0.011268875,,1,0,,,,
236490,02/11/2006 05:02,0,12,0.2,00:14:bf:b1:97:90,-56,1.13966E+12,0,0-12,-55,-54.56122449,98,2.076209505,1,2.51189E-06,-12.89447652,3.49847E-06,-12.56318622,1,14,2.236067977,0.447213595,0.2,,0,0,,,,
236491,02/11/2006 05:02,0,12,0.2,00:14:bf:3b:c7:c6,-67,1.13966E+12,0,0-12,-67,-67.56666667,90,1.58681364,2,1.99526E-07,-15.42732012,1.75119E-07,-15.55779994,12.8,-2.8,19.56731969,0.05110562,0.002611784,,0,0,,,,
236492,02/11/2006 05:02,0,12,0.2,00:14:bf:b1:97:8d,-69,1.13966E+12,0,0-12,-68,-68.48235294,85,1.410941637,1,1.25893E-07,-15.88783714,1.41829E-07,-15.7686445,33.5,9.3,33.60862984,0.029754263,0.000885316,,0,0,,,,
236500,02/11/2006 05:02,0,12,0.2,00:14:bf:b1:97:81,-71,1.13966E+12,0,0-12,-71,-71.97959184,98,3.487768293,5,7.94328E-08,-16.34835416,6.33929E-08,-16.57391352,33.5,2.8,34.74032239,0.028784995,0.000828576,,0,0,,,,
237329,02/11/2006 05:05,0,12,45.6,00:14:bf:b1:97:8a,-53,1.13966E+12,45,0-12,-54,-53.75757576,99,1.801874925,3,5.01187E-06,-12.20370099,4.20962E-06,-12.37813926,2.5,-0.8,13.0418557,0.076676205,0.00587924,,0,0,,,,
237330,02/11/2006 05:05,0,12,45.6,00:14:bf:b1:97:90,-53,1.13966E+12,45,0-12,-55,-54.64646465,99,4.043924976,7,5.01187E-06,-12.20370099,3.43047E-06,-12.58281349,1,14,2.236067977,0.447213595,0.2,,0,0,,,,
237331,02/11/2006 05:05,0,12,45.6,00:0f:a3:39:e1:c0,-54,1.13966E+12,45,0-12,-51,-51.34545455,110,2.734208584,2,3.98107E-06,-12.4339595,7.33592E-06,-11.82272782,7.5,6.3,9.420191081,0.106154959,0.011268875,,1,0,,,,
237332,02/11/2006 05:05,0,12,45.6,00:14:bf:b1:97:8d,-71,1.13966E+12,45,0-12,-64,-64.29545455,88,2.52872732,1,7.94328E-08,-16.34835416,3.71924E-07,-14.80457552,33.5,9.3,33.60862984,0.029754263,0.000885316,,0,0,,,,
237333,02/11/2006 05:05,0,12,45.6,00:14:bf:b1:97:81,-74,1.13966E+12,45,0-12,-69,-69.07476636,107,3.654154871,3.5,3.98107E-08,-17.03912969,1.23744E-07,-15.90505273,33.5,2.8,34.74032239,0.028784995,0.000828576,,0,0,,,,
237334,02/11/2006 05:05,0,12,45.6,00:14:bf:3b:c7:c6,-72,1.13966E+12,45,0-12,-68,-68.88421053,95,2.846659699,2,6.30957E-08,-16.57861267,1.29294E-07,-15.86117563,12.8,-2.8,19.56731969,0.05110562,0.002611784,,0,0,,,,
238238,02/11/2006 05:06,0,12,90.3,00:14:bf:b1:97:8a,-52,1.13966E+12,90,0-12,-50,-49.38823529,85,2.299555431,4,6.30957E-06,-11.97344248,1.15127E-05,-11.37206144,2.5,-0.8,13.0418557,0.076676205,0.00587924,,0,0,,,,
238239,02/11/2006 05:06,0,12,90.3,00:0f:a3:39:e1:c0,-55,1.13966E+12,90,0-12,-58,-57.85454545,110,2.274051324,4,3.16228E-06,-12.66421801,1.63887E-06,-13.32150139,7.5,6.3,9.420191081,0.106154959,0.011268875,,1,0,,,,
238240,02/11/2006 05:06,0,12,90.3,00:14:bf:b1:97:90,-57,1.13966E+12,90,0-12,-53,-53.18367347,98,2.40423569,3.75,1.99526E-06,-13.12473503,4.80433E-06,-12.24599337,1,14,2.236067977,0.447213595,0.2,,0,0,,,,
238241,02/11/2006 05:06,0,12,90.3,00:14:bf:3b:c7:c6,-72,1.13966E+12,90,0-12,-69,-71.34831461,89,3.763162124,7,6.30957E-08,-16.57861267,7.33109E-08,-16.42855656,12.8,-2.8,19.56731969,0.05110562,0.002611784,,0,0,,,,
238243,02/11/2006 05:06,0,12,90.3,00:14:bf:b1:97:81,-73,1.13966E+12,90,0-12,-75,-74.84158416,101,2.028460861,2,5.01187E-08,-16.80887118,3.27976E-08,-17.2329116,33.5,2.8,34.74032239,0.028784995,0.000828576,,0,0,,,,
238247,02/11/2006 05:06,0,12,90.3,00:14:bf:b1:97:8d,-71,1.13966E+12,90,0-12,-68,-67.93975904,83,0.874425213,1,7.94328E-08,-16.34835416,1.60703E-07,-15.64370764,33.5,9.3,33.60862984,0.029754263,0.000885316,,0,0,,,,
239104,02/11/2006 05:07,0,12,135,00:14:bf:b1:97:8a,-41,1.13966E+12,135,0-12,-44,-43.11009174,109,3.050013508,6,7.94328E-05,-9.440598881,4.88642E-05,-9.926465461,2.5,-0.8,13.0418557,0.076676205,0.00587924,,0,1,,,,
239105,02/11/2006 05:07,0,12,135,00:14:bf:b1:97:90,-47,1.13966E+12,135,0-12,-48,-48.99,100,3.986074244,3,1.99526E-05,-10.82214994,1.26183E-05,-11.28036437,1,14,2.236067977,0.447213595,0.2,,0,1,,,,
239106,02/11/2006 05:07,0,12,135,00:0f:a3:39:e1:c0,-49,1.13966E+12,135,0-12,-52,-52.52727273,110,2.249195946,4,1.25893E-05,-11.28266696,5.58821E-06,-12.09485152,7.5,6.3,9.420191081,0.106154959,0.011268875,,1,1,0.002146934,0,12,0.106154959
239107,02/11/2006 05:07,0,12,135,00:14:bf:3b:c7:c6,-70,1.13966E+12,135,0-12,-68,-68.90816327,98,3.073286077,1,0.0000001,-16.11809565,1.28583E-07,-15.86669095,12.8,-2.8,19.56731969,0.05110562,0.002611784,,0,1,,,,
239108,02/11/2006 05:07,0,12,135,00:14:bf:b1:97:8d,-68,1.13966E+12,135,0-12,-63,-63.73493976,83,1.220598987,1,1.58489E-07,-15.65757863,4.23161E-07,-14.67551222,33.5,9.3,33.60862984,0.029754263,0.000885316,,0,1,,,,
239109,02/11/2006 05:07,0,12,135,00:14:bf:b1:97:81,-70,1.13966E+12,135,0-12,-70,-70.32222222,90,1.188217225,1,0.0000001,-16.11809565,9.28491E-08,-16.19229006,33.5,2.8,34.74032239,0.028784995,0.000828576,,0,1,,,,
240030,02/11/2006 05:08,0,12,180.5,00:14:bf:b1:97:8a,-44,1.13966E+12,180,0-12,-43,-43.01960784,102,2.268948342,3,3.98107E-05,-10.13137441,4.9893E-05,-9.905630773,2.5,-0.8,13.0418557,0.076676205,0.00587924,,0,0,,,,
240031,02/11/2006 05:08,0,12,180.5,00:0f:a3:39:e1:c0,-55,1.13966E+12,180,0-12,-57,-57.70909091,110,3.280035395,3,3.16228E-06,-12.66421801,1.69469E-06,-13.28800925,7.5,6.3,9.420191081,0.106154959,0.011268875,,1,0,,,,
240032,02/11/2006 05:08,0,12,180.5,00:14:bf:3b:c7:c6,-68,1.13966E+12,180,0-12,-71,-71.13829787,94,1.150979609,2,1.58489E-07,-15.65757863,7.69432E-08,-16.38019842,12.8,-2.8,19.56731969,0.05110562,0.002611784,,0,0,,,,
240033,02/11/2006 05:08,0,12,180.5,00:14:bf:b1:97:8d,-68,1.13966E+12,180,0-12,-68,-68.50617284,81,1.314567008,1,1.58489E-07,-15.65757863,1.41053E-07,-15.77412924,33.5,9.3,33.60862984,0.029754263,0.000885316,,0,0,,,,
240042,02/11/2006 05:08,0,12,180.5,00:14:bf:b1:97:90,-58,1.13966E+12,180,0-12,-47,-49.32291667,96,5.466635243,10,1.58489E-06,-13.35499354,1.16871E-05,-11.35702127,1,14,2.236067977,0.447213595,0.2,,0,0,,,,
240046,02/11/2006 05:08,0,12,180.5,00:14:bf:b1:97:81,-74,1.13966E+12,180,0-12,-71,-71.69892473,93,3.164974573,4,3.98107E-08,-17.03912969,6.7625E-08,-16.50928753,33.5,2.8,34.74032239,0.028784995,0.000828576,,0,0,,,,
240885,02/11/2006 05:08,0,12,225.5,00:14:bf:b1:97:8a,-45,1.13966E+12,225,0-12,-44,-43.35643564,101,2.516283603,4,3.16228E-05,-10.36163292,4.61696E-05,-9.98318824,2.5,-0.8,13.0418557,0.076676205,0.00587924,,0,0,,,,
240886,02/11/2006 05:08,0,12,225.5,00:14:bf:b1:97:90,-59,1.13966E+12,225,0-12,-59,-59.30612245,98,2.037828657,2,1.25893E-06,-13.58525205,1.17324E-06,-13.65573935,1,14,2.236067977,0.447213595,0.2,,0,0,,,,
240887,02/11/2006 05:08,0,12,225.5,00:14:bf:3b:c7:c6,-62,1.13966E+12,225,0-12,-67,-67.07526882,93,1.877999393,1,6.30957E-07,-14.27602758,1.96098E-07,-15.44465141,12.8,-2.8,19.56731969,0.05110562,0.002611784,,0,0,,,,
240888,02/11/2006 05:08,0,12,225.5,00:0f:a3:39:e1:c0,-66,1.13966E+12,225,0-12,-57,-57.48181818,110,3.333818425,3,2.51189E-07,-15.19706161,1.78574E-06,-13.23567777,7.5,6.3,9.420191081,0.106154959,0.011268875,,1,0,,,,
240889,02/11/2006 05:08,0,12,225.5,00:14:bf:b1:97:81,-68,1.13966E+12,225,0-12,-69,-72.43820225,89,5.259093977,10,1.58489E-07,-15.65757863,5.704E-08,-16.67951247,33.5,2.8,34.74032239,0.028784995,0.000828576,,0,0,,,,
240890,02/11/2006 05:08,0,12,225.5,00:14:bf:b1:97:8d,-72,1.13966E+12,225,0-12,-71,-71.37777778,90,2.003243313,2,6.30957E-08,-16.57861267,7.28152E-08,-16.43534071,33.5,9.3,33.60862984,0.029754263,0.000885316,,0,0,,,,
241749,02/11/2006 05:09,0,12,270,00:14:bf:b1:97:90,-50,1.13966E+12,270,0-12,-51,-52.2020202,99,4.010139694,6.5,0.00001,-11.51292546,6.02279E-06,-12.01995935,1,14,2.236067977,0.447213595,0.2,,0,0,,,,
241750,02/11/2006 05:09,0,12,270,00:14:bf:b1:97:8a,-52,1.13966E+12,270,0-12,-45,-44.9223301,103,2.487968383,3,6.30957E-06,-11.97344248,3.21934E-05,-10.34374876,2.5,-0.8,13.0418557,0.076676205,0.00587924,,0,0,,,,
241751,02/11/2006 05:09,0,12,270,00:0f:a3:39:e1:c0,-49,1.13966E+12,270,0-12,-50,-50.13636364,110,3.160760775,3,1.25893E-05,-11.28266696,9.69089E-06,-11.54432435,7.5,6.3,9.420191081,0.106154959,0.011268875,,1,0,,,,
241752,02/11/2006 05:09,0,12,270,00:14:bf:3b:c7:c6,-62,1.13966E+12,270,0-12,-63,-62.92929293,99,0.939523601,1,6.30957E-07,-14.27602758,5.09414E-07,-14.49000518,12.8,-2.8,19.56731969,0.05110562,0.002611784,,0,0,,,,
241753,02/11/2006 05:09,0,12,270,00:14:bf:b1:97:8d,-73,1.13966E+12,270,0-12,-73,-73.01234568,81,2.379568381,2,5.01187E-08,-16.80887118,4.99765E-08,-16.81171388,33.5,9.3,33.60862984,0.029754263,0.000885316,,0,0,,,,
241754,02/11/2006 05:09,0,12,270,00:14:bf:b1:97:81,-74,1.13966E+12,270,0-12,-66,-65.40909091,88,3.522134814,4.25,3.98107E-08,-17.03912969,2.878E-07,-15.06099977,33.5,2.8,34.74032239,0.028784995,0.000828576,,0,0,,,,
242632,02/11/2006 05:11,0,12,315.4,00:14:bf:b1:97:8a,-56,1.13966E+12,315,0-12,-50,-49.72,100,3.662752732,4,2.51189E-06,-12.89447652,1.0666E-05,-11.44845308,2.5,-0.8,13.0418557,0.076676205,0.00587924,,0,0,,,,
242633,02/11/2006 05:11,0,12,315.4,00:14:bf:b1:97:90,-58,1.13966E+12,315,0-12,-56,-55.33333333,99,3.223004049,5,1.58489E-06,-13.35499354,2.92864E-06,-12.74097085,1,14,2.236067977,0.447213595,0.2,,0,0,,,,
242634,02/11/2006 05:11,0,12,315.4,00:0f:a3:39:e1:c0,-54,1.13966E+12,315,0-12,-54,-51.94545455,110,5.3395467,9,3.98107E-06,-12.4339595,6.38932E-06,-11.96088293,7.5,6.3,9.420191081,0.106154959,0.011268875,,1,0,,,,
242636,02/11/2006 05:11,0,12,315.4,00:14:bf:3b:c7:c6,-68,1.13966E+12,315,0-12,-68,-67.57777778,90,2.258456158,2,1.58489E-07,-15.65757863,1.74672E-07,-15.56035837,12.8,-2.8,19.56731969,0.05110562,0.002611784,,0,0,,,,
242637,02/11/2006 05:11,0,12,315.4,00:14:bf:b1:97:81,-74,1.13966E+12,315,0-12,-71,-70.90217391,92,2.828659383,3,3.98107E-08,-17.03912969,8.12424E-08,-16.32582887,33.5,2.8,34.74032239,0.028784995,0.000828576,,0,0,,,,
242657,02/11/2006 05:11,0,12,315.4,00:14:bf:b1:97:8d,-68,1.13966E+12,315,0-12,-69,-69.01298701,77,1.936447551,2,1.58489E-07,-15.65757863,1.25517E-07,-15.89082751,33.5,9.3,33.60862984,0.029754263,0.000885316,,0,0,,,,
243538,02/11/2006 05:14,0,13,0.1,00:14:bf:b1:97:8a,-43,1.13966E+12,0,0-13,-41,-40.77,100,0.633333333,1,5.01187E-05,-9.9011159,8.37529E-05,-9.387639424,2.5,-0.8,14.02462121,0.071303174,0.005084143,,0,0,,,,
243539,02/11/2006 05:14,0,13,0.1,00:0f:a3:39:e1:c0,-57,1.13966E+12,0,0-13,-57,-56.83636364,110,1.424086849,1,1.99526E-06,-13.12473503,2.07188E-06,-13.08705636,7.5,6.3,10.05683847,0.099434828,0.009887285,,1,0,,,,
243540,02/11/2006 05:14,0,13,0.1,00:14:bf:b1:97:90,-62,1.13966E+12,0,0-13,-56,-56.38461538,104,2.866978696,1,6.30957E-07,-14.27602758,2.299E-06,-12.98303749,1,14,1.414213562,0.707106781,0.5,,0,0,,,,
243541,02/11/2006 05:14,0,13,0.1,00:14:bf:b1:97:81,-70,1.13966E+12,0,0-13,-69,-69.5505618,89,2.45417657,2,0.0000001,-16.11809565,1.10903E-07,-16.01460868,33.5,2.8,35.01842372,0.028556397,0.000815468,,0,0,,,,
243542,02/11/2006 05:14,0,13,0.1,00:14:bf:3b:c7:c6,-70,1.13966E+12,0,0-13,-71,-71.45744681,94,3.137236965,1.75,0.0000001,-16.11809565,7.14916E-08,-16.45368518,12.8,-2.8,20.33420763,0.049178213,0.002418497,,0,0,,,,
243561,02/11/2006 05:14,0,13,0.1,00:14:bf:b1:97:8d,-70,1.13966E+12,0,0-13,-69,-69.93902439,82,3.229293241,2,0.0000001,-16.11809565,1.01414E-07,-16.1040555,33.5,9.3,33.70370899,0.029670325,0.000880328,,0,0,,,,
244479,02/11/2006 05:15,0,13,44.9,00:14:bf:b1:97:8a,-47,1.13966E+12,45,0-13,-46,-46.40776699,103,2.56460406,1,1.99526E-05,-10.82214994,2.28677E-05,-10.68578325,2.5,-0.8,14.02462121,0.071303174,0.005084143,,0,0,,,,
244480,02/11/2006 05:15,0,13,44.9,00:14:bf:b1:97:90,-48,1.13966E+12,45,0-13,-53,-53.75247525,101,4.03337561,7,1.58489E-05,-11.05240845,4.21456E-06,-12.37696482,1,14,1.414213562,0.707106781,0.5,,0,0,,,,
244481,02/11/2006 05:15,0,13,44.9,00:0f:a3:39:e1:c0,-59,1.13966E+12,45,0-13,-59,-59.08181818,110,3.18866058,3,1.25893E-06,-13.58525205,1.23543E-06,-13.60409138,7.5,6.3,10.05683847,0.099434828,0.009887285,,1,0,,,,
244482,02/11/2006 05:15,0,13,44.9,00:14:bf:b1:97:8d,-72,1.13966E+12,45,0-13,-70,-70.18478261,92,1.857147451,2,6.30957E-08,-16.57861267,9.58345E-08,-16.16064342,33.5,9.3,33.70370899,0.029670325,0.000880328,,0,0,,,,
244483,02/11/2006 05:15,0,13,44.9,00:14:bf:3b:c7:c6,-72,1.13966E+12,45,0-13,-71.5,-71.64150943,106,2.209023397,3,6.30957E-08,-16.57861267,6.8525E-08,-16.49606717,12.8,-2.8,20.33420763,0.049178213,0.002418497,,0,0,,,,
244485,02/11/2006 05:15,0,13,44.9,00:14:bf:b1:97:81,-75,1.13966E+12,45,0-13,-75,-75.48421053,95,1.956240195,2,3.16228E-08,-17.2693882,2.82865E-08,-17.38088179,33.5,2.8,35.01842372,0.028556397,0.000815468,,0,0,,,,
245319,02/11/2006 05:16,0,13,90.2,00:14:bf:b1:97:8a,-46,1.13966E+12,90,0-13,-44,-44.02105263,95,1.604375317,2,2.51189E-05,-10.59189143,3.96182E-05,-10.13622196,2.5,-0.8,14.02462121,0.071303174,0.005084143,,0,0,,,,
245320,02/11/2006 05:16,0,13,90.2,00:14:bf:b1:97:90,-54,1.13966E+12,90,0-13,-54,-54.20792079,101,2.950650205,2,3.98107E-06,-12.4339595,3.79497E-06,-12.48183503,1,14,1.414213562,0.707106781,0.5,,0,0,,,,
245321,02/11/2006 05:16,0,13,90.2,00:0f:a3:39:e1:c0,-58,1.13966E+12,90,0-13,-53,-53.05454545,110,1.765294183,2,1.58489E-06,-13.35499354,4.94932E-06,-12.21626055,7.5,6.3,10.05683847,0.099434828,0.009887285,,1,0,,,,
